Entry	Gene Names	Gene Ontology IDs	Gene Ontology (GO)
A0A1C3YI80	FGRAMPH1_01T02945	GO:0000131; GO:0000920; GO:0004674; GO:0005524; GO:0005634; GO:0005934; GO:0005935; GO:0007118; GO:0030866; GO:0030950; GO:0032153; GO:0032995; GO:0035838; GO:0042802; GO:0043332; GO:0045921; GO:0050708; GO:0051285; GO:0060237; GO:0062200; GO:0070507; GO:0071472; GO:0097248; GO:1902554; GO:2000247	cell cortex of cell tip [GO:0051285]; cell division site [GO:0032153]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; growing cell tip [GO:0035838]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; serine/threonine protein kinase complex [GO:1902554]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine kinase activity [GO:0004674]; budding cell apical bud growth [GO:0007118]; cellular response to salt stress [GO:0071472]; cortical actin cytoskeleton organization [GO:0030866]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; maintenance of protein location in cell cortex of cell tip [GO:0097248]; positive regulation of establishment or maintenance of bipolar cell polarity regulating cell shape [GO:2000247]; positive regulation of exocytosis [GO:0045921]; RAM/MOR signaling [GO:0062200]; regulation of fungal-type cell wall biogenesis [GO:0032995]; regulation of fungal-type cell wall organization [GO:0060237]; regulation of microtubule cytoskeleton organization [GO:0070507]; regulation of protein secretion [GO:0050708]; septum digestion after cytokinesis [GO:0000920]
A0A1C3YIA8	FGRAMPH1_01T03379	GO:0000159; GO:0000329; GO:0000705; GO:0001100; GO:0005634; GO:0005934; GO:0005935; GO:0010515; GO:0010971; GO:0016237; GO:0019888; GO:0031030; GO:0043332; GO:0044732; GO:0044818; GO:0045143; GO:0061586; GO:0071475; GO:0072686; GO:0090266; GO:1900182; GO:1905477; GO:2000786	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; fungal-type vacuole membrane [GO:0000329]; mating projection tip [GO:0043332]; mitotic spindle [GO:0072686]; mitotic spindle pole body [GO:0044732]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]; protein phosphatase regulator activity [GO:0019888]; achiasmate meiosis I [GO:0000705]; cellular hyperosmotic salinity response [GO:0071475]; homologous chromosome segregation [GO:0045143]; microautophagy [GO:0016237]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of exit from mitosis [GO:0001100]; negative regulation of induction of conjugation with cellular fusion [GO:0010515]; negative regulation of septation initiation signaling [GO:0031030]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of protein localization to membrane [GO:1905477]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of transcription by transcription factor localization [GO:0061586]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]
A0A1C3YIF8	CHS7 FGRAMPH1_01T04739	GO:0003774; GO:0004100; GO:0005524; GO:0005886; GO:0006031; GO:0016459; GO:0030428; GO:0031505	cell septum [GO:0030428]; myosin complex [GO:0016459]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; chitin synthase activity [GO:0004100]; cytoskeletal motor activity [GO:0003774]; chitin biosynthetic process [GO:0006031]; fungal-type cell wall organization [GO:0031505]
A0A1C3YJJ7	PSD2 FGRAMPH1_01T07059	GO:0000139; GO:0004609; GO:0005509; GO:0005795; GO:0006646; GO:0010008; GO:0016540	endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; calcium ion binding [GO:0005509]; phosphatidylserine decarboxylase activity [GO:0004609]; phosphatidylethanolamine biosynthetic process [GO:0006646]; protein autoprocessing [GO:0016540]
A0A1C3YK08	PIM1 FGRAMPH1_01T19697	GO:0003697; GO:0004176; GO:0004252; GO:0005524; GO:0005759; GO:0006515; GO:0016887; GO:0034599; GO:0035694; GO:0043565; GO:0051131; GO:0070407	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; single-stranded DNA binding [GO:0003697]; cellular response to oxidative stress [GO:0034599]; chaperone-mediated protein complex assembly [GO:0051131]; mitochondrial protein catabolic process [GO:0035694]; oxidation-dependent protein catabolic process [GO:0070407]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]
A0A1C3YLH6	FGRAMPH1_01T26573	GO:0000425; GO:0000935; GO:0004697; GO:0005524; GO:0005634; GO:0005856; GO:0008270; GO:0009267; GO:0009272; GO:0010494; GO:0010606; GO:0030427; GO:0034063; GO:0035556; GO:0060211; GO:0060237; GO:0070610; GO:0090334; GO:0106310; GO:1902660; GO:1903139; GO:2000769	cytoplasmic stress granule [GO:0010494]; cytoskeleton [GO:0005856]; division septum [GO:0000935]; nucleus [GO:0005634]; site of polarized growth [GO:0030427]; ATP binding [GO:0005524]; diacylglycerol-dependent serine/threonine kinase activity [GO:0004697]; protein serine kinase activity [GO:0106310]; zinc ion binding [GO:0008270]; cellular response to starvation [GO:0009267]; fungal-type cell wall biogenesis [GO:0009272]; intracellular signal transduction [GO:0035556]; negative regulation of glucose mediated signaling pathway [GO:1902660]; pexophagy [GO:0000425]; positive regulation of cell integrity MAPK cascade [GO:1903139]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; regulation of cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0090334]; regulation of establishment or maintenance of cell polarity regulating cell shape [GO:2000769]; regulation of fungal-type cell wall (1->3)-alpha-glucan biosynthetic process [GO:0070610]; regulation of fungal-type cell wall organization [GO:0060237]; regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060211]; stress granule assembly [GO:0034063]
A0A1C3YLQ0	TRM8 FGRAMPH1_01T27475	GO:0000049; GO:0005634; GO:0008176; GO:0035091; GO:0106143	nucleus [GO:0005634]; tRNA (m7G46) methyltransferase complex [GO:0106143]; phosphatidylinositol binding [GO:0035091]; tRNA (guanine(46)-N7)-methyltransferase activity [GO:0008176]; tRNA binding [GO:0000049]
A0A1C3YM82	FGRAMPH1_01T09193	GO:0000329; GO:0000785; GO:0004674; GO:0005524; GO:0005634; GO:0005886; GO:0006995; GO:0010972; GO:0016242; GO:0031137; GO:0031931; GO:0031932; GO:0038202; GO:0042254; GO:0044877; GO:0045944; GO:0051321; GO:1901992; GO:1905356	chromatin [GO:0000785]; fungal-type vacuole membrane [GO:0000329]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; protein-containing complex binding [GO:0044877]; cellular response to nitrogen starvation [GO:0006995]; meiotic cell cycle [GO:0051321]; negative regulation of G2/M transition of mitotic cell cycle [GO:0010972]; negative regulation of macroautophagy [GO:0016242]; positive regulation of mitotic cell cycle phase transition [GO:1901992]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of conjugation with cellular fusion [GO:0031137]; regulation of snRNA pseudouridine synthesis [GO:1905356]; ribosome biogenesis [GO:0042254]; TORC1 signaling [GO:0038202]
A0A1C3YMT2	CHS3A FGRAMPH1_01T12837	GO:0004100; GO:0005886; GO:0006031; GO:0030428; GO:0071555	cell septum [GO:0030428]; plasma membrane [GO:0005886]; chitin synthase activity [GO:0004100]; cell wall organization [GO:0071555]; chitin biosynthetic process [GO:0006031]
A0A1C3YN58	FGRAMPH1_01T15009	GO:0000122; GO:0000183; GO:0000791; GO:0003682; GO:0005721; GO:0005730; GO:0030466; GO:0031078; GO:0031508; GO:0031509; GO:0031934; GO:0033553; GO:0042802; GO:0045944; GO:0070823; GO:0070824; GO:0140720; GO:1902794; GO:1990342	euchromatin [GO:0000791]; HDA1 complex [GO:0070823]; heterochromatin island [GO:1990342]; mating-type region heterochromatin [GO:0031934]; nucleolus [GO:0005730]; pericentric heterochromatin [GO:0005721]; rDNA heterochromatin [GO:0033553]; SHREC complex [GO:0070824]; subtelomeric heterochromatin [GO:0140720]; chromatin binding [GO:0003682]; histone H3K14 deacetylase activity, hydrolytic mechanism [GO:0031078]; identical protein binding [GO:0042802]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pericentric heterochromatin formation [GO:0031508]; positive regulation of transcription by RNA polymerase II [GO:0045944]; rDNA heterochromatin formation [GO:0000183]; silent mating-type cassette heterochromatin formation [GO:0030466]; siRNA-independent facultative heterochromatin formation [GO:1902794]; subtelomeric heterochromatin formation [GO:0031509]
A0A1I9EX23	FG00930.1	GO:0000785; GO:0001174; GO:0004725; GO:0005847; GO:0006368; GO:0009302; GO:0030643; GO:0030846; GO:0030847; GO:0031124; GO:0031564; GO:0032215; GO:0090052; GO:0180007; GO:1902801	chromatin [GO:0000785]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; protein tyrosine phosphatase activity [GO:0004725]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; intracellular phosphate ion homeostasis [GO:0030643]; mRNA 3'-end processing [GO:0031124]; positive regulation of telomere maintenance via semi-conservative replication [GO:0032215]; regulation of pericentric heterochromatin formation [GO:0090052]; regulation of siRNA-independent facultative heterochromatin formation [GO:1902801]; sno(s)RNA transcription [GO:0009302]; termination of RNA polymerase II transcription, exosome-dependent [GO:0030847]; termination of RNA polymerase II transcription, poly(A)-coupled [GO:0030846]; transcription antitermination [GO:0031564]; transcription elongation by RNA polymerase II [GO:0006368]; transcriptional start site selection at RNA polymerase II promoter [GO:0001174]
A0A1I9F7Y5	FG08875.1 MET3	GO:0004020; GO:0004781; GO:0005524; GO:0005737; GO:0009086; GO:0010134; GO:0019344; GO:0019379; GO:0070814	cytoplasm [GO:0005737]; adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; methionine biosynthetic process [GO:0009086]; sulfate assimilation via adenylyl sulfate reduction [GO:0010134]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]
A0A1I9FFX3	FG04254.1	GO:0000812; GO:0003682; GO:0003712; GO:0005721; GO:0006281; GO:0006357; GO:0031453; GO:0035267; GO:0035861; GO:0044016; GO:0106226; GO:0140064; GO:0140065; GO:0140861	NuA4 histone acetyltransferase complex [GO:0035267]; pericentric heterochromatin [GO:0005721]; site of double-strand break [GO:0035861]; Swr1 complex [GO:0000812]; chromatin binding [GO:0003682]; histone H3K4 acetyltransferase activity [GO:0044016]; peptide 2-hydroxyisobutyryltransferase activity [GO:0106226]; peptide butyryltransferase activity [GO:0140065]; peptide crotonyltransferase activity [GO:0140064]; transcription coregulator activity [GO:0003712]; DNA repair [GO:0006281]; DNA repair-dependent chromatin remodeling [GO:0140861]; positive regulation of heterochromatin formation [GO:0031453]; regulation of transcription by RNA polymerase II [GO:0006357]
A0A1I9FI91	FG07345.1	GO:0000448; GO:0003723; GO:0019003; GO:0030234; GO:0030846; GO:0031087; GO:0034353; GO:0046872; GO:0071035; GO:0090730; GO:0110103; GO:0110152; GO:0110155; GO:0140432; GO:1904595; GO:1990174	Las1 complex [GO:0090730]; RNA polymerase II termination complex [GO:0110103]; 5'-hydroxyl dinucleotide hydrolase activity [GO:0140432]; enzyme regulator activity [GO:0030234]; GDP binding [GO:0019003]; metal ion binding [GO:0046872]; mRNA 5'-diphosphatase activity [GO:0034353]; phosphodiesterase decapping endonuclease activity [GO:1990174]; RNA binding [GO:0003723]; RNA NAD+-cap (NAD+-forming) hydrolase activity [GO:0110152]; cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]; NAD-cap decapping [GO:0110155]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; positive regulation of termination of RNA polymerase II transcription [GO:1904595]; termination of RNA polymerase II transcription, poly(A)-coupled [GO:0030846]
A0A1I9FL55	FG09557.1 TAH18	GO:0005739; GO:0005829; GO:0006809; GO:0010181; GO:0016226; GO:0016651; GO:0034599; GO:0045429; GO:0050660; GO:0050661; GO:0097361; GO:0160246	cytosol [GO:0005829]; cytosolic [4Fe-4S] assembly targeting complex [GO:0097361]; mitochondrion [GO:0005739]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; NADP binding [GO:0050661]; NADPH-iron-sulfur [2Fe-2S] protein oxidoreductase activity [GO:0160246]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]; cellular response to oxidative stress [GO:0034599]; iron-sulfur cluster assembly [GO:0016226]; nitric oxide biosynthetic process [GO:0006809]; positive regulation of nitric oxide biosynthetic process [GO:0045429]
A0A1I9FTE5	FG10791.1	GO:0000290; GO:0000749; GO:0000932; GO:0003682; GO:0003724; GO:0003729; GO:0005524; GO:0006397; GO:0006995; GO:0007124; GO:0010494; GO:0010603; GO:0016887; GO:0033962; GO:0034063; GO:0036267; GO:0042149; GO:0045727; GO:0045900; GO:0051028; GO:0098562	cytoplasmic side of membrane [GO:0098562]; cytoplasmic stress granule [GO:0010494]; P-body [GO:0000932]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; mRNA binding [GO:0003729]; RNA helicase activity [GO:0003724]; cellular response to glucose starvation [GO:0042149]; cellular response to nitrogen starvation [GO:0006995]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; invasive filamentous growth [GO:0036267]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; negative regulation of translational elongation [GO:0045900]; P-body assembly [GO:0033962]; positive regulation of translation [GO:0045727]; pseudohyphal growth [GO:0007124]; regulation of cytoplasmic mRNA processing body assembly [GO:0010603]; response to pheromone triggering conjugation with cellular fusion [GO:0000749]; stress granule assembly [GO:0034063]
I1R9A6	FG00036 FGRAMPH1_01T00127 FGSG_00036	GO:0004312; GO:0004315; GO:0004316; GO:0004321; GO:0005835; GO:0008897; GO:0042759; GO:0044550; GO:0046872	fatty acid synthase complex [GO:0005835]; 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid synthase activity [GO:0004312]; fatty-acyl-CoA synthase activity [GO:0004321]; holo-[acyl-carrier-protein] synthase activity [GO:0008897]; metal ion binding [GO:0046872]; long-chain fatty acid biosynthetic process [GO:0042759]; secondary metabolite biosynthetic process [GO:0044550]
I1RAL2	FG00543.1 FGRAMPH1_01T01385	GO:0000422; GO:0000776; GO:0004722; GO:0004725; GO:0005654; GO:0005935; GO:0006974; GO:0016479; GO:0030869; GO:0031031; GO:0031536; GO:0044878; GO:0051229; GO:0051301; GO:0070550; GO:0071470; GO:0071958; GO:0120105; GO:0140013; GO:0140429; GO:0140602; GO:1902846; GO:1903501; GO:1990023; GO:2000786	cellular bud neck [GO:0005935]; kinetochore [GO:0000776]; mitotic actomyosin contractile ring, intermediate layer [GO:0120105]; mitotic spindle midzone [GO:1990023]; new mitotic spindle pole body [GO:0071958]; nucleolar peripheral inclusion body [GO:0140602]; nucleoplasm [GO:0005654]; RENT complex [GO:0030869]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]; autophagy of mitochondrion [GO:0000422]; cell division [GO:0051301]; cellular response to osmotic stress [GO:0071470]; DNA damage response [GO:0006974]; meiotic nuclear division [GO:0140013]; meiotic spindle disassembly [GO:0051229]; mitotic cytokinesis checkpoint signaling [GO:0044878]; negative regulation of transcription by RNA polymerase I [GO:0016479]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of exit from mitosis [GO:0031536]; positive regulation of mitotic actomyosin contractile ring assembly [GO:1903501]; positive regulation of mitotic sister chromatid biorientation [GO:0140429]; positive regulation of mitotic spindle elongation [GO:1902846]; positive regulation of septation initiation signaling [GO:0031031]; rDNA chromatin condensation [GO:0070550]
I1RAW4	laeA FGRRES_15765 FGSG_00657	GO:0005634; GO:0005737; GO:0008168; GO:0030435; GO:0032259	cytoplasm [GO:0005737]; nucleus [GO:0005634]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; sporulation resulting in formation of a cellular spore [GO:0030435]
I1RAY1	ATG14 FG00675 FGRAMPH1_01T01699	GO:0000149; GO:0000323; GO:0005768; GO:0005774; GO:0006914; GO:0015031; GO:0032991; GO:0034045; GO:0035493	endosome [GO:0005768]; lytic vacuole [GO:0000323]; phagophore assembly site membrane [GO:0034045]; protein-containing complex [GO:0032991]; vacuolar membrane [GO:0005774]; SNARE binding [GO:0000149]; autophagy [GO:0006914]; protein transport [GO:0015031]; SNARE complex assembly [GO:0035493]
I1RBE7	FG00865.1 FGRAMPH1_01T02171	GO:0000105; GO:0004399; GO:0004635; GO:0004636; GO:0005524; GO:0005829; GO:0046872; GO:0051287	cytosol [GO:0005829]; ATP binding [GO:0005524]; histidinol dehydrogenase activity [GO:0004399]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; L-histidine biosynthetic process [GO:0000105]
I1RBW1	FG01052.1 FGRAMPH1_01T02633	GO:0000710; GO:0000781; GO:0000785; GO:0003677; GO:0005654; GO:0006272; GO:0006289; GO:0030337; GO:0030466; GO:0031509; GO:0034087; GO:0035753; GO:0035861; GO:0042276; GO:0042802; GO:0043596; GO:0043626; GO:0045739; GO:0045740; GO:0070914; GO:0070987; GO:1903459	chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; PCNA complex [GO:0043626]; site of double-strand break [GO:0035861]; DNA binding [GO:0003677]; DNA polymerase processivity factor activity [GO:0030337]; identical protein binding [GO:0042802]; error-free translesion synthesis [GO:0070987]; error-prone translesion synthesis [GO:0042276]; establishment of mitotic sister chromatid cohesion [GO:0034087]; leading strand elongation [GO:0006272]; maintenance of DNA trinucleotide repeats [GO:0035753]; meiotic mismatch repair [GO:0000710]; mitotic DNA replication lagging strand elongation [GO:1903459]; nucleotide-excision repair [GO:0006289]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA replication [GO:0045740]; silent mating-type cassette heterochromatin formation [GO:0030466]; subtelomeric heterochromatin formation [GO:0031509]; UV-damage excision repair [GO:0070914]
I1RC54	FG01157.1 FGRAMPH1_01T02871	GO:0000086; GO:0000150; GO:0000262; GO:0000708; GO:0000709; GO:0000722; GO:0000730; GO:0000775; GO:0000794; GO:0003690; GO:0003697; GO:0005524; GO:0006289; GO:0007533; GO:0030491; GO:0035861; GO:0036298; GO:0042802; GO:0043504; GO:0051260; GO:0070192; GO:0120290; GO:0140664; GO:1905334; GO:1990426; GO:1990918	chromosome, centromeric region [GO:0000775]; condensed nuclear chromosome [GO:0000794]; mitochondrial chromosome [GO:0000262]; site of double-strand break [GO:0035861]; ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; DNA strand exchange activity [GO:0000150]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; single-stranded DNA binding [GO:0003697]; Swi5-Sfr1 complex binding [GO:1905334]; chromosome organization involved in meiotic cell cycle [GO:0070192]; DNA recombinase assembly [GO:0000730]; double-strand break repair involved in meiotic recombination [GO:1990918]; G2/M transition of mitotic cell cycle [GO:0000086]; heteroduplex formation [GO:0030491]; mating type switching [GO:0007533]; meiotic joint molecule formation [GO:0000709]; meiotic strand invasion [GO:0000708]; mitochondrial DNA repair [GO:0043504]; mitotic recombination-dependent replication fork processing [GO:1990426]; nucleotide-excision repair [GO:0006289]; protein homooligomerization [GO:0051260]; recombinational interstrand cross-link repair [GO:0036298]; stalled replication fork localization to nuclear periphery [GO:0120290]; telomere maintenance via recombination [GO:0000722]
